review_id,rating,text,sentiment,created_time,clean_text,topic,topic_label
1974142,4,"Thiệp đẹp, hơi đắt Màu và giấy đều rất dễ thương, giá hơi đắt, tiki giao hàng nhanh",positive,,thiệp đẹp đắt màu giấy đều dễ_thương giá đắt giao nhanh,3,LOGISTICS
1656054,5,"Đẹp Thiệp nhỏ gọn, bên trong có kẻ hàng sẵn nữa. Mình thấy dễ thương nên mua :D",positive,,đẹp thiệp nhỏ gọn bên trong kẻ sẵn nữa thấy dễ_thương mua d,4,GENERAL
1939586,4,"Giá khá cao Thiệp trông dễ thương, nhỏ nhắn, xinh xắn. .......",positive,,giá khá cao_thiệp trông dễ_thương nhỏ_nhắn xinh_xắn,0,PRICING
20173275,5,"Cực kì hài lòng Chời đẹp xỉu. Gói hàng cẩn thận, thiệp cứng cáp. Mua thiệp này mừng cưới là vừa độc lạ vừa sang lun á",positive,,chời đẹp xỉu_gói cẩn_thận thiệp cứng_cáp mua_thiệp mừng cưới vừa độc_lạ vừa sang lun á,3,LOGISTICS
1974148,5,"Dễ thương Thiệp màu rất đẹp, in cũng đẹp, giấy ok. mỗi tội hơi đắt thôi ạ hihi",positive,,dễ thương_thiệp màu đẹp in đẹp giấy ok mỗi tội đắt thôi ạ hihi,4,GENERAL
18246661,5,"Cực kì hài lòng Truyện giao nhanh.Ko bị cấn sách. Mà giấy in truyện chán thật,cầm đọc 1 lúc là hai ngón tay đen nhẻm. Nxb Kim Đồng sao ko dùng giấy giống Doraemon nhỉ",positive,,truyện giao nhanh cấn giấy in truyện chán thật cầm đọc 1 lúc hai ngón tay đen_nhẻm nxb kim đồng sao dùng giấy giống doraemon nhỉ,4,GENERAL
20029492,5,"Cực kì hài lòng Truyện được giao đến nhanh, đóng gói rất chắc chắn, giá lại tốt",positive,,truyện giao đến nhanh đóng_gói chắc_chắn giá tốt,3,LOGISTICS
16628843,5,"Cực kì hài lòng Truyện conan thì hay rồi, mình cũng đọc hết rồi đợt này mua sưu tầm tue truyện nên để ý chất lượng sách lắm mà hơi thất vọng á vì giấy bên trong in dính cả vào nhau 🥲",positive,,truyện_conan hay đọc hết đợt mua sưu_tầm tue truyện để_ý chất_lượng thất_vọng á vì giấy bên trong in dính cả vào nhau,4,GENERAL
19943804,5,Cực kì hài lòng Giấy đẹp sách mới,positive,,giấy đẹp mới,3,LOGISTICS
20073209,5,Cực kì hài lòng Xxxnxn,positive,,xxxnxn,0,PRICING
19870140,5,Cực kì hài lòng Ok,positive,,ok,4,GENERAL
11136663,5,"Cực kì hài lòng Sách được giao còn mới, chất lượng tốt, không bị quăn góc hay trầy xước gì. Nội dung thì khỏi bàn rồi. Hàng giao cũng rất nhanh, chỉ mất 1 ngày trong khi tình hình covid cũng gây nhiều khó khăn cho việc vận chuyển. Thanks Tiki!",positive,,giao mới chất_lượng tốt quăn_góc hay trầy_xước gì nội_dung khỏi bàn giao nhanh chỉ mất 1 ngày trong khi tình_hình covid gây nhiều khó_khăn việc vận_chuyển thanks,2,LOGISTICS
17343679,5,"Cực kì hài lòng Sách đẹp, săn sale nên được giá tốt, giao hàng nhanh trong ngày",positive,,đẹp săn sale được_giá tốt giao nhanh trong ngày,3,LOGISTICS
17371134,5,"Cực kì hài lòng mua trúng lúc sale nên rẻ ơi là rẻ, nên mua nha mn, mình cl nên mua tận 30 cuốn :)))",positive,,mua trúng lúc sale rẻ ơi_là rẻ mua nha mn cl mua tận 30 cuốn,0,PRICING
19332487,5,"Cực kì hài lòng giao hàng nhanh, đóng gói cẩn thận đầy đủ",positive,,giao nhanh đóng_gói cẩn_thận đầy_đủ,3,LOGISTICS
16632896,5,"Cực kì hài lòng Sản phẩm ok, giao hàng nhanh, mình hài lòng về sản phẩm. Mình sẽ ủng hộ  Tiki tiếp tục nè",positive,,ok giao nhanh ủng_hộ tiếp_tục nè,3,LOGISTICS
17357058,5,"Cực kì hài lòng Đóng gói kĩ, giao hàng nhanh, truyện hay lắm ạ",positive,,đóng_gói kĩ_giao nhanh_truyện hay ạ,3,LOGISTICS
17375691,5,"Cực kì hài lòng truyện không bị gì cả, vẫn đẹp nhưng mà anh shipper 10đ =)))))",positive,,truyện gì cả đẹp nhưng_mà shipper 10 đ,1,PRODUCT_QUALITY
16709380,5,"Cực kì hài lòng Sách mới, tiki giao hàng nhanh chóng.",positive,,mới giao nhanh_chóng,3,LOGISTICS
16889918,5,"Cực kì hài lòng sản phẩm đẹp, giao hàng nhanh chóng từ tiki. Rất hài lòng.",positive,,đẹp giao nhanh_chóng,3,LOGISTICS
17163031,5,"Cực kì hài lòng rất hài lòng, đóng gói cẩn thận, giao hàng nhanh",positive,,đóng_gói cẩn_thận giao nhanh,3,LOGISTICS
14803707,5,"Cực kì hài lòng Giao hàng nhanh, không móp méo 👍🏻👍🏻👍🏻",positive,,giao nhanh móp méo,3,LOGISTICS
17165761,5,Cực kì hài lòng Tốt,positive,,tốt,0,PRICING
12739279,5,"Cực kì hài lòng Giao hàng nhanh. Sách hay, bé nhà mình rất hứng thú đọc sách này",positive,,giao nhanh_sách hay bé nhà hứng_thú đọc,4,GENERAL
18436261,5,Cực kì hài lòng Ok,positive,,ok,4,GENERAL
16324808,5,"Cực kì hài lòng Truyện hay, sách đẹp, mùi giấy thơm. Xuất sắc!",positive,,truyện hay đẹp mùi giấy thơm xuất_sắc,3,LOGISTICS
17149270,5,Cực kì hài lòng Đóng gói tốt. Chất lượng tốt.,positive,,đóng_gói tốt chất_lượng tốt,0,PRICING
16758487,5,Cực kì hài lòng Ok,positive,,ok,4,GENERAL
9060103,5,Cực kì hài lòng Vừa mới đặt hôm qua mà sáng nay đã nhận được. Lại còn được miễn phí giao hàng nữa.,positive,,vừa_mới đặt hôm_qua sáng nay nhận miễn_phí giao nữa,2,LOGISTICS
17533358,5,Cực kì hài lòng Tốt!,positive,,tốt,0,PRICING
17297480,5,Cực kì hài lòng Giao nhanh,positive,,giao nhanh,3,LOGISTICS
17052541,5,Cực kì hài lòng Tốt,positive,,tốt,0,PRICING
13923244,5,Cực kì hài lòng đủ đẹp,positive,,đủ đẹp,3,LOGISTICS
9471110,5,"Cực kì hài lòng Sản phẩm đẹp, đóng gói đẹp, giao hàng siêu nhanh.",positive,,đẹp đóng_gói đẹp giao siêu nhanh,3,LOGISTICS
15485650,5,Cực kì hài lòng Đẹp,positive,,đẹp,3,LOGISTICS
12749829,5,Cực kì hài lòng a,positive,,a,0,PRICING
15481660,5,Cực kì hài lòng Good,positive,,good,0,PRICING
17472364,5,Cực kì hài lòng Hàng đẹp ko bị.hưng tổn gì nhiều có điều bị trầy phần.box,positive,,đẹp hưng_tổn gì nhiều có_điều trầy phần box,2,LOGISTICS
14311387,5,Cực kì hài lòng Giao nhanh,positive,,giao nhanh,3,LOGISTICS
11768011,5,Cực kì hài lòng Goood,positive,,goood,0,PRICING
13874900,5,Cực kì hài lòng Sản phẩm ok,positive,,ok,4,GENERAL
11375183,4,Hài lòng Giao lâu quá,positive,,giao lâu quá,2,LOGISTICS
11829439,5,Cực kì hài lòng Ok,positive,,ok,4,GENERAL
9646995,5,Cực kì hài lòng good,positive,,good,0,PRICING
7757118,5,Cực kì hài lòng Quyển Conan thì lú,positive,,quyển conan lú,4,GENERAL
5344792,5,Cực kì hài lòng Good,positive,,good,0,PRICING
5401274,5,Cực kì hài lòng truyện rất đẹp,positive,,truyện đẹp,3,LOGISTICS
6286156,5,Cực kì hài lòng Ok,positive,,ok,4,GENERAL
4057340,5,Cực kì hài lòng Vẻy gooddd,positive,,vẻy gooddd,0,PRICING
20080218,5,"Cực kì hài lòng Truyện hay, giao nhanh",positive,,truyện hay giao nhanh,3,LOGISTICS
8152331,5,"Cực kì hài lòng Truyện còn mới, bìa siêu ngầu, rất thích Zero từ series Conan rồi. Chất giấy đã đỡ hơn nhưng chung quy vẫn còn xốp.
Nội dung thì khỏi bàn, trong lúc chờ Conan ra tiếp thì có cái chấm mút đỡ vã.
Tiki giao hàng nhanh, cẩn thận.",positive,,truyện mới bìa siêu_ngầu thích zero series conan chất giấy đỡ hơn chung_quy xốp nội_dung khỏi bàn trong lúc chờ conan ra tiếp cái chấm mút đỡ_vã giao nhanh cẩn_thận,4,GENERAL
5379808,5,"Cực kì hài lòng Sản phẩm y hình nên cũng lười chụp. Mình cầm ở ngoài thấy lung linh hơn, chắc là do có bookcare ?
Truyện ko dày lắm, chỉ khoảng 150 trang. Nét vẽ ko đẹp bằng tác giả Gosho Aoyama.
P/s: Hơi tiếc vì truyện chỉ có Obi, ko có Bookmark hay Postcard.",positive,,y_hình lười chụp cầm ở ngoài thấy lung_linh hơn chắc do bookcare truyện dày chỉ khoảng 150 trang nét vẽ ko_đẹp bằng tác_giả gosho aoyama p s tiếc vì truyện chỉ obi bookmark hay postcard,4,GENERAL
3328758,5,"Cực kì hài lòng sản phẩm giao nhanh hơn mong đợi, bọc gói rất kĩ, sách mới, nội dung thì cực kì dễ thương",positive,,cư c ki ha i lo sa_n phâ m giao nhanh hơn mong đơ i bo_c go i râ t ki sa_ch mơ i nô i_dung thi_cư c_ki dê thương,1,PRODUCT_QUALITY
10231196,5,Cực kì hài lòng truyện hay nét vẽ đáng iu chủ yếu là mình thích furuya rei thui chứ mấy cái khác không quan trọng,positive,,truyện hay nét vẽ đáng iu chủ_yếu thích furuya rei_thui chứ mấy cái khác quan_trọng,4,GENERAL
7647518,5,"Cực kì hài lòng Giao hàng rất nhanh
Hôm trước đặt hôm sau đã có rồi
Nhân viên tận tuỵ thân thiện
Lần sau sẽ mua tiếp",positive,,giao nhanh hôm trước đặt hôm sau nhân_viên tận tụy thân_thiện lần sau mua tiếp,2,LOGISTICS
5180335,5,Cực kì hài lòng Giao hàng nahnh như hộp bị móp méo và rách. Nhưng sách vẫn mới đẹp lắm. Nhìn cái bìa ưng ghê ??,positive,,giao nahnh hộp móp_méo rách mới đẹp nhìn cái bìa ưng ghê,1,PRODUCT_QUALITY
3096240,5,"Cực kì hài lòng Truyện còn bọc bên trong nilon. Giao hàng nhanh, cẩn thận.",positive,,truyện bọc bên trong nilon giao nhanh cẩn_thận,3,LOGISTICS
4243581,5,"Cực kì hài lòng Sách, truyện mua trên tiki bao giờ cũng ok cả. Giao hàng lại nhanh và luôn đóng gói cẩn thận ???",positive,,truyện mua trên bao_giờ ok cả giao nhanh luôn đóng_gói cẩn_thận,3,LOGISTICS
6200174,5,"Cực kì hài lòng trời ơi ưng cực kì, mua hôm 12/12 nên đc giảm giá nữa. ưng ❤",positive,,trời ơi_ưng mua hôm 12 12 giảm_giá nữa ưng,2,LOGISTICS
7933809,5,Cực kì hài lòng xịn??,positive,,xịn,0,PRICING
3369530,4,"Hài lòng sản phẩm tốt, bảo vệ sản phẩm cũng rất tốt nhưng nội dung truyện hơi nhàm vì ko có phá án chỉ xoay quanh cuộc sống của nhân vật chính thôi.",positive,,tốt bảo_vệ tốt nội_dung truyện_hơi nhàm vì phá_án chỉ xoay quanh cuộc_sống nhân_vật chính thôi,4,GENERAL
3283464,5,"Cực kì hài lòng Đóng gói cẩn thận, sách bản đẹp. Quên chụp ảnh nên lấy ảnh lúc mua cuốn 1 và 2 (không mua ở tiki)",positive,,đóng_gói cẩn_thận bản đẹp quên chụp ảnh lấy ảnh lúc mua cuốn 1 2 mua ở,1,PRODUCT_QUALITY
3259883,4,Hài lòng Hàng còn nguyên bọc kính nhưng bên trong bị lỗi mất một trang,positive,,nguyên_bọc kính bên trong lỗi mất trang,1,PRODUCT_QUALITY
10150322,5,Cực kì hài lòng hay,positive,,hay,0,PRICING
3102683,5,"Vô cùng hài lòng Truyện còn nguyên seal , bìa obi lấp lánh xịn xò, mưa gió nhg a shipper vẫn giao trc hẹn ♡♡ Rất ok",positive,,vô_cùng truyện nguyên seal bìa obi lấp_lánh xịn xò mưa_gió nhg a_shipper giao trc hẹn ok,0,PRICING
3398525,5,"Cực kì hài lòng Đẹp
Bọc sách kĩ
Giao hành nhanh
Hôm qua đặt mà hôm nay đã nhận được luôn hihi",positive,,đẹp bọc_sách kĩ giao_hành nhanh hôm_qua đặt hôm_nay nhận luôn hihi,3,LOGISTICS
7361467,5,"Cực kì hài lòng Sách đẹp!! Giao hàng rất nhanh!! 
??????????",positive,,đẹp giao nhanh,3,LOGISTICS
3304208,5,"Cực kì hài lòng Truyện hay, chất lượng. Truyện thích hợp dành cho những người thích truyện conan và giờ trà của zero.",positive,,truyện hay chất_lượng truyện thích_hợp dành người thích truyện_conan giờ trà zero,4,GENERAL
5841871,1,Rất không hài lòng Bị bung gáy ạ :))) bóc seal ra nhìn bung gáy luôn,negative,,bung_gáy ạ bóc seal ra nhìn bung_gáy luôn,1,PRODUCT_QUALITY
4703271,4,"Hài lòng Giao hàng nhanh, đóng gói cẩn thận, tuy nhiên còn 1 vài lỗi nhỏ .",positive,,giao nhanh đóng_gói cẩn_thận tuy_nhiên 1 vài lỗi nhỏ,3,LOGISTICS
3457575,5,"Cực kì hài lòng đẹp lắm luôn, vừa oder hôm qua mà hôm nay có luôn rồi",positive,,đẹp luôn vừa oder hôm_qua hôm_nay luôn,3,LOGISTICS
3107010,5,"Hơn cả cực kì hài lòng? Giao hàng rất nhanh,bao bọc rất cẩn thận,bìa màu rất đẹp nhé?",positive,,hơn cả giao nhanh bao_bọc cẩn_thận bìa màu đẹp nhé,3,LOGISTICS
5895327,5,Cực kì hài lòng tốt,positive,,tốt,0,PRICING
4285605,5,"Cực kì hài lòng Sách đẹp, mới, còn nguyên seal",positive,,đẹp mới nguyên seal,0,PRICING
3109587,5,"Cực kì hài lòng bìa đẹp,bọc kĩ,không bị nhăn,giao hàng rất nhanh,5 sao ?",positive,,bìa đẹp_bọc kĩ nhăn giao nhanh 5 sao,3,LOGISTICS
4124784,5,"Cực kì hài lòng sách hay, chất lượng tốt",positive,,hay chất_lượng tốt,0,PRICING
3926629,5,Cực kì hài lòng Truyện đẹp lắm đó.,positive,,truyện_đẹp,3,LOGISTICS
3614008,5,"Cực kì hài lòng giao hàng nhanh, đóng gói tốt",positive,,giao nhanh đóng_gói tốt,3,LOGISTICS
3099987,5,Nội dung hay Fahasa giao sách mới toanh nên cho 5 sao :v iu iu,positive,,nội_dung hay fahasa giao mới_toanh 5 sao v iu iu,4,GENERAL
3558867,5,"Cực kì hài lòng Hình ảnh đẹp, nội dung rất hay. Nói chung là tuyệt vời.",positive,,hình_ảnh đẹp nội_dung hay nói_chung tuyệt_vời,3,LOGISTICS
3099369,5,"Cực kì hài lòng thích tiki ở chỗ giao hàng nhanh, mà hàng giao tới đc đóng hộp kỹ càng",positive,,thích ở chỗ giao nhanh giao tới đóng_hộp kỹ_càng,3,LOGISTICS
3565437,5,Cực kì hài lòng Hay đóng gói tốt kĩ giao hàng nhanh và shipper thân thiện,positive,,hay đóng_gói tốt kĩ giao nhanh shipper thân_thiện,3,LOGISTICS
3737186,5,"Cực kì hài lòng Đóng gói kỹ, tuy bao bì có bị rách nhưng ko sao",positive,,đóng_gói kỹ tuy bao_bì rách sao,1,PRODUCT_QUALITY
3271597,5,Cực kì hài lòng truyện được bảo quản cẩn thận nên giấy ko có nếp gấp.,positive,,truyện bảo_quản cẩn_thận giấy nếp gấp,3,LOGISTICS
3629680,5,"Cực kì hài lòng giao hàng nhanh. hàng đẹp 
vẫn tin tưởng ở tiki",positive,,giao nhanh đẹp tin_tưởng ở,3,LOGISTICS
3549420,5,"Cực kì hài lòng Giao hàng nhanh, sản phẩm mới, mình rất hài lòng.",positive,,giao nhanh mới,3,LOGISTICS
3369864,5,Cực kì hài lòng Giao hàng nhanh shipper thân thiện đóng gói hàng cẩn thận,positive,,giao nhanh shipper thân_thiện đóng_gói cẩn_thận,3,LOGISTICS
17124788,5,Cực kì hài lòng Duyệt. Chât lượng tuyệt vời,positive,,duyệt chât_lượng tuyệt_vời,2,LOGISTICS
3258274,5,Cực kì hài lòng Giao hàng chậm nhưng khi mình phản hồi thì giải quyết nhanh,positive,,giao chậm khi phản_hồi giải_quyết nhanh,2,LOGISTICS
3107260,5,"Cực kì hài lòng Giao hàng nhanh, chất lượng sản phẩm tốt, đúng như mong đợi",positive,,giao nhanh chất_lượng tốt đúng mong_đợi,3,LOGISTICS
17848164,5,Cực kì hài lòng Đủ số lượng hàng không bị df gì nên đánh giá 5 sao,positive,,đủ số_lượng hàng_không df gì đánh_giá 5 sao,1,PRODUCT_QUALITY
3100683,5,Rất tốt Đơn hàng giao rất nhanh và hàng rất bảo quản rất cẩn thẬn,positive,,tốt đơn giao nhanh bảo_quản cẩn_thận,3,LOGISTICS
3906840,5,Cực kì hài lòng cuốn sách rất hay. Bao bìa rất đẹp,positive,,cuốn hay bao_bìa đẹp,3,LOGISTICS
3245178,5,"Cực kì hài lòng Giao hàng nhanh, đóng gói cẩn thận, truyện nhìn rất mới",positive,,giao nhanh đóng_gói cẩn_thận truyện nhìn mới,3,LOGISTICS
3875488,4,Hài lòng Hàng hơi bị méo ở đầu,positive,,méo ở đầu,1,PRODUCT_QUALITY
3140442,4,"Hài lòng Sản phẩm rất tốt, đóng gói cẩn thận. Rất hài lòng.",positive,,tốt đóng_gói cẩn_thận,3,LOGISTICS
3341917,5,"Cực kì hài lòng Hóng tập 4 nè ❤️☺️
Yêu Zero, yêu luôn shop ?",positive,,hóng tập 4 nè yêu zero yêu luôn,4,GENERAL
3900397,5,"Cực kì hài lòng Đóng gói tốt , giao hơi lâu",positive,,đóng_gói tốt giao lâu,3,LOGISTICS
4331455,5,Cực kì hài lòng k có gì để chê,positive,,k gì để chê,2,LOGISTICS
4216454,5,Cực kì hài lòng đam mê của mình,positive,,đam_mê,0,PRICING
3189563,5,"Cực kì hài lòng sách đẹp lắm, ༎ຶ‿༎ຶ thích lắm luôn",positive,,đẹp thích luôn,3,LOGISTICS
4281869,5,Cực kì hài lòng quá ngon,positive,,quá ngon,1,PRODUCT_QUALITY
3317668,5,"Cực kì hài lòng Truyện hay,đẹp,giao hàng nhanh",positive,,truyện hay đẹp giao nhanh,3,LOGISTICS
3114401,5,Cực kì hài lòng sách cực kì ok luôn ủng hộ tiki ?,positive,,ok luôn ủng_hộ,3,LOGISTICS
3111690,5,Rất hài lòng Tôi rất hài lòng với sản phẩm,positive,,với,4,GENERAL
3179213,5,Cực kì hài lòng truyen nay cung duoc do !!,positive,,truyen nay cung_duoc do,1,PRODUCT_QUALITY
8503501,5,"Truyện hay tranh vẽ đẹp Tập này các bạn của chúng ta chơi bóng bầu dục rất vui, Chai en nóng nảy ghê, giành ko lại thì quánh người ta, xê kô thấy vậy đứng cười hihi haha hoho luôn không bênh vực bạn.",positive,,truyện hay tranh vẽ đẹp_tập chúng_ta chơi bóng bầu_dục vui chai en_nóng nảy_ghê giành quánh người xê_kô thấy vậy đứng cười hihi_haha hoho luôn bênh_vực,4,GENERAL
6284512,5,"Cực kì hài lòng Đóng gói cực kì cẩn thận của fahasa
truyện mới 100% 
giao hàng tầm 5 ngày mình nhận được 
giá cũng khá ổn ^^
nội dung truyện quá nổi rùi nhỉ, ko cần nx thêm",positive,,đóng_gói cẩn_thận fahasa truyện mới 100 giao tầm 5 ngày nhận được_giá khá ổn nội_dung truyện quá nổi rùi nhỉ cần nx thêm,3,LOGISTICS
16149686,5,Cực kì hài lòng Bọn trẻ nhà mình rất thích,positive,,bọn trẻ nhà thích,4,GENERAL
6945064,5,Cực kì hài lòng Truyện mới tinh nhé. Giao hàng nhanh. Nội dung truyện thì không cần phải review rồi.,positive,,truyện mới_tinh nhé giao nhanh nội_dung truyện cần phải review,4,GENERAL
15662063,5,"Cực kì hài lòng giao hàng nhanh, seal hơi rách nhưng k sao, nói chung là hài lòng",positive,,giao nhanh seal rách k_sao nói_chung,3,LOGISTICS
17023270,5,Cực kì hài lòng Hay,positive,,hay,0,PRICING
16855525,5,Cực kì hài lòng ok,positive,,ok,4,GENERAL
18203467,5,Cực kì hài lòng Đc phết,positive,,phết,0,PRICING
6550218,5,Cực kì hài lòng Truyện dịch khác với bản cũ nhưng cơ bản là vẫn giữu được nội dung cũ. Giao hàng nhanh và lịch sự.,positive,,truyện_dịch khác với bản cũ cơ_bản giữu nội_dung cũ giao nhanh lịch_sự,4,GENERAL
12289567,5,Cực kì hài lòng Đóng gói cẩn thận,positive,,đóng_gói cẩn_thận,3,LOGISTICS
19778841,5,"Cực kì hài lòng Tuyệt vời quá trời, đóng gói cẩn thận, đúng loại hàng",positive,,tuyệt_vời quá trời đóng_gói cẩn_thận đúng loại,3,LOGISTICS
8275113,5,Cực kì hài lòng rất thích ạ !!!,positive,,thích ạ,4,GENERAL
20071655,5,"Cực kì hài lòng giao hàng nhanh ,sách khổ to, in đẹp",positive,,giao nhanh khổ to in đẹp,3,LOGISTICS
11163783,5,Cực kì hài lòng Ok,positive,,ok,4,GENERAL
5102988,5,"Cực kì hài lòng Hay, Tuyệt ,Nhanh",positive,,hay tuyệt nhanh,3,LOGISTICS
3531551,5,"Cực kì hài lòng Giao hàng rất nhanh, truyện đọc vui",positive,,giao nhanh_truyện đọc vui,3,LOGISTICS
14094090,5,Cực kì hài lòng tuyệt,positive,,tuyệt,1,PRODUCT_QUALITY
19923548,5,Cực kì hài lòng Ok,positive,,ok,4,GENERAL
14121993,5,"Cực kì hài lòng sách đẹp, gói kỹ càng, nội dung thì chắc chắn hay rồi, ngày xưa ước ao mua cho đủ bộ, nay đã đạt được😀",positive,,đẹp_gói kỹ_càng nội_dung chắc_chắn hay ngày_xưa ước_ao mua đủ bộ nay đạt,3,LOGISTICS
16237471,5,Cực kì hài lòng hàng tốt,positive,,tốt,0,PRICING
13483362,5,Cực kì hài lòng Sách mới đẹp đóng gói cẩn thận,positive,,mới đẹp đóng_gói cẩn_thận,3,LOGISTICS
14864392,5,Cực kì hài lòng ok. đọc hay.,positive,,ok đọc hay,4,GENERAL
8950663,5,"Cực kì hài lòng Giao hang nhanh, sach dong goi bao bi dep, minh mua tang sinh nhat ban minh rat hai long",positive,,giao hang nhanh sach dong goi bao_bi dep_minh mua tang_sinh nhat ban_minh rat hai long,1,PRODUCT_QUALITY
7738996,5,Cực kì hài lòng Chất lượng sách tốt. Nhưng bọc hàng không được cẩn thận.,positive,,chất_lượng tốt bọc hàng_không cẩn_thận,3,LOGISTICS
9270848,5,Cực kì hài lòng Đọc những truyện cũ theo sắp xếp mới...,positive,,đọc truyện cũ theo sắp_xếp mới,4,GENERAL
9993223,5,Cực kì hài lòng Giấy hơi nhắn nhưng chất lượng cũng tốt,positive,,giấy nhắn chất_lượng tốt,4,GENERAL
13289083,5,Cực kì hài lòng Ok,positive,,ok,4,GENERAL
11092881,5,Cực kì hài lòng Tuyệt vời đúng như kì vọng,positive,,tuyệt_vời đúng kì_vọng,3,LOGISTICS
7231686,5,Cực kì hài lòng cl sản phẩm đep. nhỏ gọn..,positive,,cl đep nhỏ gọn,0,PRICING
13698895,5,"Cực kì hài lòng Hơi bị quăn gáy sách, mà shop cx ko bọc sách hay chống sốc luôn ak 💔😔",positive,,quăn gáy cx bọc hay chống sốc luôn ak,1,PRODUCT_QUALITY
10247929,3,Bình thường quyển truyện thứ tám bị in lỗi,neutral,,quyển truyện thứ tám in lỗi,4,GENERAL
8748573,4,Hài lòng mua sưu tầm mà 1 vuốn gáy bị dơ bùn ghê,positive,,mua sưu_tầm 1 vuốn_gáy dơ bùn ghê,1,PRODUCT_QUALITY
4616284,5,"Cực kì hài lòng Tuyệt vời , nhỏ gọn lịch sự , đầy đủ nội dung truyện . ký ức tuổi thơ ùa về .",positive,,tuyệt_vời nhỏ gọn lịch_sự đầy_đủ nội_dung truyện ký_ức tuổi_thơ ùa,3,LOGISTICS
6453487,4,Hài lòng Hay,positive,,hay,0,PRICING
3518675,4,Hài lòng Tập 9 bị dập gáy và hơi ố vàng,positive,,tập 9 dập_gáy ố vàng,1,PRODUCT_QUALITY
17124769,5,Cực kì hài lòng Duyệt. Chât lượng tuyệt vời,positive,,duyệt chât_lượng tuyệt_vời,2,LOGISTICS
8527943,5,"Truyện hay tuyệt vời Sau khi bị cậu bé van nài hoặc thúc giục, Doraemon sẽ đưa ra một bảo bối giúp Nobita giải quyết những rắc rối của mình, hoặc là khoe khoang với bạn bè của cậu",positive,,truyện hay tuyệt_vời sau khi cậu bé van_nài hoặc thúc_giục doraemon đưa ra bảo_bối giúp nobita giải_quyết rắc_rối hoặc khoe_khoang với bạn_bè cậu,4,GENERAL
7425375,5,"Cực kì hài lòng Giao hàng nhanh. Truyện mới tinh, rất đẹp nhé mọi người. Nội dung thì khỏi phải bàn rồi",positive,,giao nhanh_truyện mới_tinh đẹp nhé mọi người nội_dung khỏi phải bàn,4,GENERAL
18859654,5,Cực kì hài lòng Okela,positive,,okela,1,PRODUCT_QUALITY
17023287,5,Cực kì hài lòng Như mình mong đợi,positive,,mong_đợi,0,PRICING
16324326,5,"Cực kì hài lòng hình ảnh đẹp, giao hàng nhanh",positive,,hình_ảnh đẹp giao nhanh,3,LOGISTICS
16149699,5,Cực kì hài lòng Bọn trẻ nhà mình rất thích,positive,,bọn trẻ nhà thích,4,GENERAL
7323153,5,Cực kì hài lòng điểm 10 cho chất lượng và tốc độ giao hàng của Tikiiiiii ạaaaaaaa,positive,,điểm 10 chất_lượng tốc_độ giao tikiiiiii ạaaaaaaa,0,PRICING
17239988,5,Cực kì hài lòng Là tuổi thơ tôi,positive,,tuổi_thơ,0,PRICING
13016919,5,"Cực kì hài lòng Con mình thích, vậy là ổn",positive,,con thích vậy ổn,4,GENERAL
6277250,5,"Cực kì hài lòng Truyện đẹp và còn mới, fahasa đóng gói rất cẩn thận luôn, săn được sale nên giá rất rẻ",positive,,truyện_đẹp mới fahasa đóng_gói cẩn_thận luôn săn sale giá rẻ,0,PRICING
6582739,5,"Cực kì hài lòng Giao hàng nhanh , bộ truyện doraemon thì khỏi phải bàn . Kí ức một thời tuổi thơ",positive,,giao nhanh_bộ truyện_doraemon khỏi phải bàn kí_ức thời tuổi_thơ,4,GENERAL
15793402,5,Cực kì hài lòng Quá hay 🧡,positive,,quá hay,0,PRICING
12598911,5,"Cực kì hài lòng Sách đẹp, giao nhanh và đóng gói cẩn thận!",positive,,đẹp giao nhanh đóng_gói cẩn_thận,3,LOGISTICS
15416797,5,Cực kì hài lòng ok,positive,,ok,4,GENERAL
19256625,5,Cực kì hài lòng Sản phẩm giao đúng với yêu cầu được đặt,positive,,giao đúng với yêu_cầu đặt,2,LOGISTICS
7492484,1,Rất không hài lòng Sách mua mà rách rời từng tờ,negative,,mua rách rời từng tờ,4,GENERAL
20010607,5,"Cực kì hài lòng tr oi giao nhanh và đẹp nữa, bọc kỹ lắm lun ạ hihihi mình cảm ơn",positive,,tr_oi giao nhanh đẹp nữa bọc kỹ lun ạ hihihi cảm_ơn,3,LOGISTICS
9508558,5,"Cực kì hài lòng ok, dong goi dam bao, giao nhanh",positive,,ok_dong goi dam bao giao nhanh,3,LOGISTICS
11163782,5,Cực kì hài lòng Ok,positive,,ok,4,GENERAL
3199952,5,"Cực kì hài lòng Htrc em đặt nhầm 2 cuốn tập 8, em sẽ đặt thêm tập 11-15, shop có thể đổi giúp em cuốn tập 8 đc k ạ?",positive,,htrc đặt nhầm 2 cuốn tập 8 đặt thêm tập 11 15 có_thể đổi giúp cuốn tập 8 k ạ,4,GENERAL
9435858,5,Cực kì hài lòng sách giao nhanh,positive,,giao nhanh,3,LOGISTICS
4473005,3,Bình thường Truyện hay phù hợp cho tất cả mọi lứa tuổi,neutral,,truyện hay phù_hợp tất_cả mọi lứa tuổi,4,GENERAL
7182676,5,Cực kì hài lòng o,positive,,o,0,PRICING
